,zipcode
4265,98072
4266,98070
4267,98198
4268,98074
4269,98107
4270,98126
4271,98023
4272,98004
4273,98125
4274,98042
4275,98024
4276,98199
4277,98092
4278,98059
4279,98028
4280,98038
4281,98118
4282,98031
4283,98004
4284,98133
4285,98178
4286,98074
4287,98122
4288,98042
4289,98117
4290,98070
4291,98118
4292,98034
4293,98126
4294,98118
4295,98115
4296,98031
4297,98028
4298,98118
4299,98007
4300,98178
4301,98001
4302,98034
4303,98117
4304,98023
4305,98038
4306,98177
4307,98006
4308,98007
4309,98002
4310,98030
4311,98004
4312,98055
4313,98058
4314,98042
4315,98075
4316,98118
4317,98125
4318,98155
4319,98029
4320,98001
4321,98008
4322,98003
4323,98042
4324,98118
4325,98146
4326,98031
4327,98034
4328,98027
4329,98034
4330,98028
4331,98136
4332,98038
4333,98178
4334,98188
4335,98058
4336,98188
4337,98030
4338,98108
4339,98122
4340,98005
4341,98118
4342,98106
4343,98004
4344,98126
4345,98030
4346,98178
4347,98040
4348,98072
4349,98033
4350,98052
4351,98155
4352,98198
4353,98106
4354,98033
4355,98022
4356,98031
4357,98166
4358,98040
4359,98004
4360,98136
4361,98178
4362,98033
4363,98006
4364,98030
4365,98056
4366,98133
4367,98092
4368,98011
4369,98112
4370,98178
4371,98117
4372,98055
4373,98109
4374,98199
4375,98059
4376,98031
4377,98034
4378,98133
4379,98166
4380,98106
4381,98125
4382,98106
4383,98119
4384,98105
4385,98146
4386,98118
4387,98003
4388,98136
4389,98034
4390,98008
4391,98030
4392,98115
4393,98008
4394,98155
4395,98125
4396,98052
4397,98118
4398,98168
4399,98144
4400,98042
4401,98028
4402,98033
4403,98126
4404,98146
4405,98034
4406,98198
4407,98122
4408,98053
4409,98055
4410,98148
4411,98198
4412,98108
4413,98155
4414,98059
4415,98146
4416,98030
4417,98155
4418,98178
4419,98105
4420,98058
4421,98122
4422,98177
4423,98106
4424,98144
4425,98116
4426,98074
4427,98144
4428,98144
4429,98023
4430,98103
4431,98125
4432,98056
4433,98118
4434,98112
4435,98092
4436,98065
4437,98092
4438,98031
4439,98166
4440,98116
4441,98112
4442,98027
4443,98168
4444,98029
4445,98028
4446,98023
4447,98155
4448,98166
4449,98058
4450,98053
4451,98022
4452,98030
4453,98038
4454,98001
4455,98103
4456,98072
4457,98103
4458,98027
4459,98105
4460,98199
4461,98118
4462,98006
4463,98126
4464,98103
4465,98045
4466,98106
4467,98146
4468,98136
4469,98033
4470,98031
4471,98107
4472,98006
4473,98072
4474,98006
4475,98003
4476,98029
4477,98030
4478,98177
4479,98115
4480,98034
4481,98126
4482,98029
4483,98005
4484,98075
4485,98010
4486,98023
4487,98058
4488,98023
4489,98103
4490,98198
4491,98001
4492,98199
4493,98029
4494,98106
4495,98070
4496,98052
4497,98125
4498,98028
4499,98103
4500,98059
4501,98033
4502,98042
4503,98059
4504,98023
4505,98118
4506,98077
4507,98052
4508,98034
4509,98011
4510,98102
4511,98042
4512,98133
4513,98155
4514,98199
4515,98003
4516,98106
4517,98065
4518,98006
4519,98033
4520,98042
4521,98166
4522,98023
4523,98106
4524,98148
4525,98038
4526,98155
4527,98136
4528,98053
4529,98038
4530,98033
4531,98052
4532,98052
4533,98011
4534,98077
4535,98166
4536,98032
4537,98008
4538,98001
4539,98004
4540,98144
4541,98075
4542,98059
4543,98070
4544,98059
4545,98055
4546,98031
4547,98126
4548,98053
4549,98011
4550,98033
4551,98115
4552,98029
4553,98106
4554,98107
4555,98070
4556,98075
4557,98108
4558,98198
4559,98148
4560,98002
4561,98119
4562,98102
4563,98103
4564,98105
4565,98052
4566,98056
4567,98115
4568,98115
4569,98006
4570,98102
4571,98146
4572,98072
4573,98136
4574,98178
4575,98001
4576,98053
4577,98008
4578,98133
4579,98022
4580,98059
4581,98198
4582,98077
4583,98115
4584,98040
4585,98198
4586,98112
4587,98070
4588,98045
4589,98039
4590,98055
4591,98027
4592,98117
4593,98126
4594,98045
4595,98001
4596,98146
4597,98034
4598,98052
4599,98028
4600,98045
4601,98053
4602,98146
4603,98045
4604,98077
4605,98053
4606,98058
4607,98027
4608,98108
4609,98092
4610,98125
4611,98103
4612,98033
4613,98118
4614,98168
4615,98006
4616,98058
4617,98058
4618,98024
4619,98122
4620,98103
4621,98116
4622,98126
4623,98003
4624,98146
4625,98106
4626,98115
4627,98042
4628,98059
4629,98003
4630,98008
4631,98116
4632,98108
4633,98056
4634,98052
4635,98118
4636,98007
4637,98052
4638,98198
4639,98177
4640,98019
4641,98118
4642,98199
4643,98058
4644,98034
4645,98103
4646,98116
4647,98126
4648,98001
4649,98133
4650,98058
4651,98117
4652,98102
4653,98001
4654,98029
4655,98059
4656,98030
4657,98008
4658,98126
4659,98077
4660,98109
4661,98168
4662,98116
4663,98133
4664,98008
4665,98040
4666,98014
4667,98065
4668,98106
4669,98108
4670,98112
4671,98199
4672,98103
4673,98022
4674,98074
4675,98107
4676,98008
4677,98117
4678,98042
4679,98065
4680,98074
4681,98008
4682,98102
4683,98002
4684,98034
4685,98108
4686,98030
4687,98055
4688,98109
4689,98003
4690,98116
4691,98052
4692,98118
4693,98074
4694,98055
4695,98031
4696,98103
4697,98146
4698,98023
4699,98075
4700,98034
4701,98042
4702,98070
4703,98011
4704,98038
4705,98032
4706,98045
4707,98040
4708,98029
4709,98027
4710,98001
4711,98023
4712,98031
4713,98031
4714,98133
4715,98058
4716,98029
4717,98109
4718,98115
4719,98077
4720,98188
4721,98117
4722,98023
4723,98177
4724,98112
4725,98038
4726,98003
4727,98024
4728,98103
4729,98033
4730,98199
4731,98034
4732,98155
4733,98003
4734,98166
4735,98001
4736,98059
4737,98027
4738,98178
4739,98133
4740,98107
4741,98023
4742,98032
4743,98106
4744,98059
4745,98003
4746,98070
4747,98136
4748,98118
4749,98040
4750,98168
4751,98126
4752,98115
4753,98024
4754,98034
4755,98103
4756,98065
4757,98019
4758,98022
4759,98042
4760,98042
4761,98059
4762,98117
4763,98003
4764,98126
4765,98117
4766,98074
4767,98003
4768,98008
4769,98117
4770,98038
4771,98040
4772,98006
4773,98075
4774,98004
4775,98059
4776,98027
4777,98023
4778,98118
4779,98106
4780,98103
4781,98092
4782,98027
4783,98122
4784,98115
4785,98042
4786,98053
4787,98074
4788,98003
4789,98125
4790,98106
4791,98029
4792,98014
4793,98001
4794,98042
4795,98059
4796,98052
4797,98115
4798,98117
4799,98118
4800,98008
4801,98029
4802,98033
4803,98014
4804,98136
4805,98022
4806,98027
4807,98118
4808,98103
4809,98014
4810,98144
4811,98019
4812,98199
4813,98059
4814,98055
4815,98038
4816,98052
4817,98070
4818,98058
4819,98074
4820,98115
4821,98118
4822,98166
4823,98027
4824,98034
4825,98058
4826,98056
4827,98105
4828,98118
4829,98116
4830,98168
4831,98112
4832,98133
4833,98034
4834,98033
4835,98006
4836,98105
4837,98008
4838,98024
4839,98102
4840,98052
4841,98023
4842,98053
4843,98103
4844,98038
4845,98028
4846,98002
4847,98125
4848,98040
4849,98027
4850,98007
4851,98033
4852,98033
4853,98115
4854,98052
4855,98055
4856,98126
4857,98052
4858,98116
4859,98112
4860,98074
4861,98102
4862,98002
4863,98029
4864,98045
4865,98055
4866,98118
4867,98092
4868,98033
4869,98168
4870,98030
4871,98118
4872,98002
4873,98052
4874,98032
4875,98001
4876,98155
4877,98038
4878,98077
4879,98107
4880,98133
4881,98166
4882,98001
4883,98052
4884,98122
4885,98118
4886,98117
4887,98058
4888,98032
4889,98038
4890,98055
4891,98059
4892,98032
4893,98118
4894,98077
4895,98126
4896,98074
4897,98034
4898,98102
4899,98106
4900,98052
4901,98032
4902,98109
4903,98118
4904,98105
4905,98146
4906,98126
4907,98058
4908,98008
4909,98103
4910,98008
4911,98107
4912,98146
4913,98023
4914,98027
4915,98115
4916,98144
4917,98023
4918,98072
4919,98008
4920,98028
4921,98107
4922,98177
4923,98010
4924,98074
4925,98117
4926,98177
4927,98166
4928,98178
4929,98030
4930,98092
4931,98010
4932,98070
4933,98024
4934,98058
4935,98006
4936,98001
4937,98155
4938,98109
4939,98116
4940,98092
4941,98115
4942,98023
4943,98052
4944,98148
4945,98002
4946,98117
4947,98030
4948,98112
4949,98199
4950,98008
4951,98122
4952,98042
4953,98075
4954,98030
4955,98056
4956,98199
4957,98072
4958,98136
4959,98116
4960,98003
4961,98155
4962,98053
4963,98199
4964,98008
4965,98126
4966,98027
4967,98034
4968,98070
4969,98107
4970,98074
4971,98126
4972,98136
4973,98122
4974,98030
4975,98072
4976,98116
4977,98029
4978,98112
4979,98199
4980,98029
4981,98045
4982,98042
4983,98155
4984,98040
4985,98065
4986,98133
4987,98006
4988,98119
4989,98107
4990,98109
4991,98115
4992,98042
4993,98155
4994,98118
4995,98112
4996,98001
4997,98023
4998,98144
4999,98125
5000,98045
5001,98014
5002,98033
5003,98033
5004,98032
5005,98019
5006,98122
5007,98133
5008,98034
5009,98118
5010,98065
5011,98115
5012,98108
5013,98177
5014,98125
5015,98030
5016,98115
5017,98056
5018,98103
5019,98103
5020,98092
5021,98038
5022,98115
5023,98032
5024,98126
5025,98008
5026,98005
5027,98038
5028,98106
5029,98056
5030,98023
5031,98072
5032,98033
5033,98042
5034,98027
5035,98008
5036,98136
5037,98006
5038,98052
5039,98040
5040,98118
5041,98056
5042,98115
5043,98042
5044,98118
5045,98074
5046,98056
5047,98198
5048,98028
5049,98177
5050,98125
5051,98010
5052,98146
5053,98053
5054,98125
5055,98178
5056,98023
5057,98144
5058,98053
5059,98065
5060,98117
5061,98059
5062,98125
5063,98034
5064,98052
5065,98148
5066,98092
5067,98059
5068,98103
5069,98198
5070,98166
5071,98031
5072,98033
5073,98040
5074,98038
5075,98008
5076,98059
5077,98077
5078,98002
5079,98001
5080,98027
5081,98177
5082,98008
5083,98103
5084,98115
5085,98188
5086,98039
5087,98065
5088,98033
5089,98022
5090,98045
5091,98053
5092,98058
5093,98033
5094,98144
5095,98010
5096,98038
5097,98045
5098,98053
5099,98029
5100,98052
5101,98112
5102,98072
5103,98010
5104,98034
5105,98004
5106,98146
5107,98006
5108,98023
5109,98144
5110,98075
5111,98008
5112,98125
5113,98028
5114,98118
5115,98103
5116,98074
5117,98103
5118,98112
5119,98116
5120,98155
5121,98115
5122,98105
5123,98034
5124,98006
5125,98065
5126,98022
5127,98092
5128,98116
5129,98033
5130,98004
5131,98038
5132,98155
5133,98038
5134,98133
5135,98034
5136,98027
5137,98103
5138,98075
5139,98010
5140,98075
5141,98106
5142,98006
5143,98117
5144,98059
5145,98005
5146,98059
5147,98023
5148,98014
5149,98133
5150,98117
5151,98008
5152,98125
5153,98077
5154,98019
5155,98126
5156,98106
5157,98052
5158,98033
5159,98040
5160,98004
5161,98053
5162,98198
5163,98038
5164,98074
5165,98106
5166,98034
5167,98075
5168,98008
5169,98059
5170,98117
5171,98022
5172,98052
5173,98027
5174,98005
5175,98022
5176,98027
5177,98198
5178,98005
5179,98034
5180,98056
5181,98148
5182,98092
5183,98052
5184,98038
5185,98001
5186,98118
5187,98126
5188,98116
5189,98122
5190,98022
5191,98024
5192,98166
5193,98126
5194,98011
5195,98055
5196,98119
5197,98055
5198,98092
5199,98074
5200,98006
5201,98065
5202,98115
5203,98116
5204,98055
5205,98053
5206,98116
5207,98117
5208,98177
5209,98146
5210,98103
5211,98155
5212,98004
5213,98056
5214,98075
5215,98126
5216,98115
5217,98092
5218,98014
5219,98118
5220,98029
5221,98125
5222,98092
5223,98023
5224,98146
5225,98177
5226,98117
5227,98055
5228,98144
5229,98112
5230,98003
5231,98118
5232,98023
5233,98027
5234,98030
5235,98074
5236,98033
5237,98040
5238,98003
5239,98198
5240,98199
5241,98077
5242,98125
5243,98034
5244,98027
5245,98092
5246,98118
5247,98023
5248,98022
5249,98011
5250,98045
5251,98177
5252,98133
5253,98136
5254,98199
5255,98002
5256,98005
5257,98107
5258,98028
5259,98077
5260,98045
5261,98122
5262,98058
5263,98058
5264,98106
5265,98038
5266,98199
5267,98144
5268,98023
5269,98074
5270,98014
5271,98053
5272,98034
5273,98105
5274,98028
5275,98038
5276,98022
5277,98059
5278,98118
5279,98022
5280,98001
5281,98166
5282,98023
5283,98027
5284,98072
5285,98059
5286,98198
5287,98052
5288,98103
5289,98038
5290,98119
5291,98075
5292,98133
5293,98109
5294,98059
5295,98033
5296,98144
5297,98038
5298,98118
5299,98155
5300,98144
5301,98117
5302,98103
5303,98118
5304,98027
5305,98122
5306,98074
5307,98199
5308,98117
5309,98058
5310,98028
5311,98177
5312,98122
5313,98122
5314,98031
5315,98074
5316,98117
5317,98155
5318,98008
5319,98058
5320,98052
5321,98023
5322,98155
5323,98116
5324,98092
5325,98136
5326,98118
5327,98053
5328,98109
5329,98072
5330,98092
5331,98198
5332,98038
5333,98027
5334,98092
5335,98074
5336,98008
5337,98133
5338,98058
5339,98004
5340,98033
5341,98115
5342,98106
5343,98065
5344,98177
5345,98168
5346,98126
5347,98001
5348,98042
5349,98118
5350,98105
5351,98032
5352,98116
5353,98072
5354,98002
5355,98155
5356,98118
5357,98108
5358,98033
5359,98053
5360,98028
5361,98058
5362,98108
5363,98004
5364,98059
5365,98103
5366,98014
5367,98006
5368,98003
5369,98118
5370,98166
5371,98144
5372,98133
5373,98023
5374,98122
5375,98126
5376,98001
5377,98106
5378,98122
5379,98058
5380,98074
5381,98125
5382,98166
5383,98052
5384,98058
5385,98077
5386,98077
5387,98059
5388,98031
5389,98042
5390,98133
5391,98030
5392,98144
5393,98144
5394,98103
5395,98109
5396,98125
5397,98118
5398,98102
5399,98052
5400,98103
5401,98023
5402,98112
5403,98055
5404,98055
5405,98031
5406,98003
5407,98027
5408,98042
5409,98117
5410,98155
5411,98072
5412,98001
5413,98117
5414,98034
5415,98177
5416,98006
5417,98023
5418,98166
5419,98075
5420,98001
5421,98034
5422,98034
5423,98092
5424,98133
5425,98014
5426,98065
5427,98115
5428,98155
5429,98034
5430,98144
5431,98001
5432,98075
5433,98038
5434,98109
5435,98112
5436,98166
5437,98074
5438,98029
5439,98136
5440,98072
5441,98092
5442,98178
5443,98034
5444,98117
5445,98075
5446,98125
5447,98199
5448,98056
5449,98092
5450,98027
5451,98032
5452,98058
5453,98125
5454,98155
5455,98103
5456,98155
5457,98027
5458,98117
5459,98116
5460,98065
5461,98023
5462,98074
5463,98031
5464,98117
5465,98065
5466,98032
5467,98059
5468,98030
5469,98055
5470,98052
5471,98033
5472,98102
5473,98177
5474,98031
5475,98029
5476,98033
5477,98065
5478,98011
5479,98034
5480,98103
5481,98056
5482,98040
5483,98146
5484,98058
5485,98112
5486,98146
5487,98103
5488,98199
5489,98022
5490,98199
5491,98118
5492,98136
5493,98028
5494,98008
5495,98112
5496,98103
5497,98032
5498,98042
5499,98042
5500,98133
5501,98058
5502,98119
5503,98023
5504,98038
5505,98177
5506,98040
5507,98059
5508,98108
5509,98155
5510,98052
5511,98144
5512,98136
5513,98103
5514,98007
5515,98109
5516,98007
5517,98112
5518,98070
5519,98011
5520,98031
5521,98112
5522,98038
5523,98125
5524,98168
5525,98008
5526,98004
5527,98034
5528,98118
5529,98077
5530,98004
5531,98075
5532,98040
5533,98065
5534,98107
5535,98125
5536,98022
5537,98034
5538,98198
5539,98103
5540,98052
5541,98198
5542,98038
5543,98045
5544,98117
5545,98029
5546,98005
5547,98112
5548,98034
5549,98008
5550,98077
5551,98053
5552,98155
5553,98030
5554,98077
5555,98031
5556,98042
5557,98056
5558,98029
5559,98059
5560,98052
5561,98155
5562,98126
5563,98168
5564,98042
5565,98092
5566,98072
5567,98188
5568,98014
5569,98070
5570,98052
5571,98053
5572,98034
5573,98058
5574,98166
5575,98116
5576,98103
5577,98118
5578,98103
5579,98136
5580,98118
5581,98045
5582,98118
5583,98116
5584,98146
5585,98008
5586,98065
5587,98038
5588,98056
5589,98059
5590,98116
5591,98126
5592,98040
5593,98006
5594,98116
5595,98116
5596,98166
5597,98033
5598,98052
5599,98052
5600,98008
5601,98133
5602,98070
5603,98178
5604,98166
5605,98103
5606,98119
5607,98045
5608,98033
5609,98034
5610,98155
5611,98117
5612,98032
5613,98115
5614,98042
5615,98166
5616,98107
5617,98092
5618,98042
5619,98109
5620,98136
5621,98027
5622,98033
5623,98178
5624,98177
5625,98033
5626,98033
5627,98031
5628,98055
5629,98136
5630,98052
5631,98109
5632,98119
5633,98034
5634,98053
5635,98178
5636,98155
5637,98115
5638,98052
5639,98033
5640,98052
5641,98004
5642,98072
5643,98102
5644,98198
5645,98177
5646,98042
5647,98188
5648,98014
5649,98042
5650,98198
5651,98103
5652,98042
5653,98108
5654,98028
5655,98011
5656,98039
5657,98011
5658,98116
5659,98144
5660,98168
5661,98107
5662,98188
5663,98198
5664,98055
5665,98126
5666,98029
5667,98168
5668,98023
5669,98007
5670,98075
5671,98075
5672,98033
5673,98042
5674,98103
5675,98055
5676,98023
5677,98059
5678,98106
5679,98010
5680,98075
5681,98166
5682,98034
5683,98011
5684,98056
5685,98199
5686,98125
5687,98006
5688,98146
5689,98042
5690,98199
5691,98023
5692,98117
5693,98144
5694,98056
5695,98058
5696,98005
5697,98038
5698,98033
5699,98053
5700,98004
5701,98074
5702,98119
5703,98059
5704,98038
5705,98033
5706,98058
5707,98117
5708,98116
5709,98045
5710,98065
5711,98117
5712,98199
5713,98058
5714,98004
5715,98166
5716,98033
5717,98042
5718,98040
5719,98065
5720,98177
5721,98118
5722,98038
5723,98006
5724,98133
5725,98092
5726,98055
5727,98116
5728,98107
5729,98074
5730,98125
5731,98023
5732,98022
5733,98117
5734,98002
5735,98199
5736,98008
5737,98024
5738,98133
5739,98074
5740,98077
5741,98106
5742,98038
5743,98001
5744,98106
5745,98107
5746,98118
5747,98117
5748,98075
5749,98065
5750,98133
5751,98117
5752,98027
5753,98103
5754,98074
5755,98052
5756,98118
5757,98102
5758,98125
5759,98177
5760,98027
5761,98177
5762,98126
5763,98106
5764,98003
5765,98144
5766,98144
5767,98108
5768,98118
5769,98125
5770,98001
5771,98052
5772,98031
5773,98072
5774,98115
5775,98023
5776,98116
5777,98178
5778,98065
5779,98027
5780,98023
5781,98168
5782,98105
5783,98058
5784,98146
5785,98166
5786,98011
5787,98168
5788,98115
5789,98136
5790,98074
5791,98144
5792,98103
5793,98118
5794,98118
5795,98003
5796,98103
5797,98072
5798,98115
5799,98033
5800,98188
5801,98042
5802,98008
5803,98133
5804,98178
5805,98126
5806,98072
5807,98106
5808,98072
5809,98052
5810,98059
5811,98053
5812,98055
5813,98007
5814,98112
5815,98103
5816,98011
5817,98125
5818,98198
5819,98118
5820,98033
5821,98031
5822,98038
5823,98002
5824,98144
5825,98002
5826,98188
5827,98006
5828,98168
5829,98074
5830,98178
5831,98075
5832,98116
5833,98002
5834,98028
5835,98166
5836,98118
5837,98103
5838,98199
5839,98052
5840,98058
5841,98033
5842,98052
5843,98117
5844,98133
5845,98133
5846,98126
5847,98144
5848,98033
5849,98199
5850,98023
5851,98166
5852,98108
5853,98023
5854,98144
5855,98007
5856,98004
5857,98118
5858,98136
5859,98075
5860,98042
5861,98032
5862,98126
5863,98117
5864,98133
5865,98070
5866,98112
5867,98006
5868,98029
5869,98125
5870,98042
5871,98155
5872,98005
5873,98023
5874,98125
5875,98056
5876,98199
5877,98019
5878,98022
5879,98144
5880,98198
5881,98146
5882,98001
5883,98177
5884,98198
5885,98005
5886,98178
5887,98106
5888,98052
5889,98027
5890,98144
5891,98065
5892,98058
5893,98005
5894,98115
5895,98027
5896,98117
5897,98038
5898,98033
5899,98178
5900,98118
5901,98006
5902,98023
5903,98040
5904,98117
5905,98023
5906,98056
5907,98117
5908,98003
5909,98003
5910,98023
5911,98053
5912,98103
5913,98178
5914,98136
5915,98027
5916,98030
5917,98003
5918,98166
5919,98053
5920,98092
5921,98038
5922,98031
5923,98168
5924,98108
5925,98117
5926,98004
5927,98027
5928,98023
5929,98074
5930,98198
5931,98107
5932,98056
5933,98040
5934,98074
5935,98058
5936,98008
5937,98014
5938,98005
5939,98006
5940,98199
5941,98055
5942,98115
5943,98023
5944,98112
5945,98034
5946,98045
5947,98144
5948,98029
5949,98178
5950,98014
5951,98072
5952,98027
5953,98056
5954,98198
5955,98109
5956,98034
5957,98038
5958,98178
5959,98023
5960,98042
5961,98075
5962,98155
5963,98028
5964,98008
5965,98011
5966,98103
5967,98103
5968,98028
5969,98038
5970,98029
5971,98042
5972,98103
5973,98056
5974,98001
5975,98105
5976,98045
5977,98019
5978,98027
5979,98004
5980,98014
5981,98019
5982,98117
5983,98125
5984,98006
5985,98028
5986,98116
5987,98092
5988,98075
5989,98116
5990,98072
5991,98053
5992,98006
5993,98115
5994,98059
5995,98008
5996,98001
5997,98146
5998,98125
5999,98133
6000,98155
6001,98059
6002,98045
6003,98038
6004,98103
6005,98040
6006,98075
6007,98105
6008,98103
6009,98117
6010,98038
6011,98117
6012,98117
6013,98019
6014,98117
6015,98107
6016,98042
6017,98006
6018,98027
6019,98074
6020,98033
6021,98146
6022,98028
6023,98199
6024,98178
6025,98014
6026,98059
6027,98001
6028,98065
6029,98112
6030,98042
6031,98052
6032,98004
6033,98052
6034,98052
6035,98028
6036,98074
6037,98107
6038,98108
6039,98133
6040,98034
6041,98006
6042,98034
6043,98103
6044,98034
6045,98004
6046,98109
6047,98024
6048,98030
6049,98028
6050,98042
6051,98059
6052,98029
6053,98199
6054,98001
6055,98029
6056,98042
6057,98119
6058,98024
6059,98045
6060,98033
6061,98045
6062,98146
6063,98029
6064,98059
6065,98118
6066,98112
6067,98133
6068,98125
6069,98155
6070,98008
6071,98075
6072,98029
6073,98040
6074,98032
6075,98126
6076,98006
6077,98136
6078,98056
6079,98117
6080,98001
6081,98038
6082,98177
6083,98065
6084,98122
6085,98031
6086,98055
6087,98001
6088,98032
6089,98058
6090,98126
6091,98038
6092,98042
6093,98006
6094,98107
6095,98003
6096,98133
6097,98107
6098,98055
6099,98168
6100,98008
6101,98028
6102,98004
6103,98178
6104,98056
6105,98118
6106,98042
6107,98004
6108,98065
6109,98117
6110,98030
6111,98144
6112,98148
6113,98117
6114,98032
6115,98056
6116,98058
6117,98072
6118,98038
6119,98032
6120,98052
6121,98126
6122,98027
6123,98023
6124,98042
6125,98034
6126,98105
6127,98053
6128,98056
6129,98075
6130,98146
6131,98027
6132,98052
6133,98118
6134,98106
6135,98040
6136,98126
6137,98103
6138,98002
6139,98056
6140,98117
6141,98106
6142,98010
6143,98108
6144,98125
6145,98022
6146,98029
6147,98065
6148,98199
6149,98023
6150,98109
6151,98042
6152,98034
6153,98032
6154,98042
6155,98053
6156,98103
6157,98033
6158,98122
6159,98039
6160,98059
6161,98029
6162,98168
6163,98038
6164,98002
6165,98125
6166,98075
6167,98107
6168,98040
6169,98006
6170,98030
6171,98106
6172,98006
6173,98115
6174,98136
6175,98056
6176,98117
6177,98053
6178,98001
6179,98118
6180,98042
6181,98011
6182,98055
6183,98117
6184,98019
6185,98029
6186,98117
6187,98003
6188,98118
6189,98002
6190,98031
6191,98116
6192,98107
6193,98106
6194,98092
6195,98117
6196,98118
6197,98106
6198,98056
6199,98053
6200,98074
6201,98115
6202,98052
6203,98155
6204,98112
6205,98038
6206,98166
6207,98065
6208,98059
6209,98115
6210,98126
6211,98058
6212,98125
6213,98055
6214,98115
6215,98119
6216,98027
6217,98178
6218,98055
6219,98146
6220,98106
6221,98052
6222,98034
6223,98075
6224,98155
6225,98031
6226,98072
6227,98168
6228,98039
6229,98133
6230,98038
6231,98126
6232,98117
6233,98122
6234,98105
6235,98023
6236,98075
6237,98199
6238,98146
6239,98118
6240,98115
6241,98108
6242,98006
6243,98006
6244,98023
6245,98199
6246,98027
6247,98040
6248,98118
6249,98034
6250,98001
6251,98177
6252,98052
6253,98038
6254,98038
6255,98112
6256,98065
6257,98198
6258,98072
6259,98038
6260,98072
6261,98014
6262,98042
6263,98006
6264,98118
6265,98177
6266,98122
6267,98004
6268,98117
6269,98004
6270,98198
6271,98074
6272,98103
6273,98177
6274,98126
6275,98122
6276,98074
6277,98033
6278,98092
6279,98112
6280,98027
6281,98008
6282,98008
6283,98052
6284,98177
6285,98034
6286,98106
6287,98133
6288,98133
6289,98109
6290,98006
6291,98118
6292,98058
6293,98059
6294,98144
6295,98065
6296,98118
6297,98106
6298,98006
6299,98122
6300,98105
6301,98040
6302,98107
6303,98117
6304,98010
6305,98006
6306,98059
6307,98042
6308,98056
6309,98059
6310,98059
6311,98065
6312,98178
6313,98007
6314,98056
6315,98059
6316,98178
6317,98001
6318,98109
6319,98019
6320,98065
6321,98019
6322,98144
6323,98019
6324,98074
6325,98102
6326,98198
6327,98053
6328,98119
6329,98052
6330,98002
6331,98118
6332,98075
6333,98052
6334,98001
6335,98033
6336,98112
6337,98133
6338,98133
6339,98031
6340,98008
6341,98003
6342,98038
6343,98065
6344,98029
6345,98103
6346,98055
6347,98155
6348,98166
6349,98042
6350,98103
6351,98042
6352,98077
6353,98027
6354,98116
6355,98027
6356,98075
6357,98045
6358,98042
6359,98038
6360,98059
6361,98125
6362,98006
6363,98004
6364,98038
6365,98038
6366,98074
6367,98103
6368,98065
6369,98001
6370,98052
6371,98042
6372,98155
6373,98074
6374,98003
6375,98038
6376,98112
6377,98077
6378,98102
6379,98144
6380,98038
6381,98125
6382,98107
6383,98052
6384,98102
6385,98065
6386,98008
6387,98034
6388,98028
6389,98058
6390,98023
6391,98072
6392,98065
6393,98122
6394,98033
6395,98077
6396,98115
6397,98007
6398,98115
6399,98058
6400,98058
6401,98115
6402,98004
6403,98059
6404,98155
6405,98177
6406,98019
6407,98052
6408,98052
6409,98125
6410,98027
6411,98103
6412,98146
6413,98042
6414,98042
6415,98002
6416,98177
6417,98146
6418,98122
6419,98075
6420,98031
6421,98033
6422,98058
6423,98042
6424,98029
6425,98002
6426,98052
6427,98144
6428,98027
6429,98023
6430,98116
6431,98107
6432,98053
6433,98022
6434,98042
6435,98075
6436,98168
6437,98112
6438,98103
6439,98178
6440,98027
6441,98126
6442,98019
6443,98034
6444,98058
6445,98019
6446,98056
6447,98119
6448,98155
6449,98103
6450,98077
6451,98034
6452,98166
6453,98122
6454,98003
6455,98103
6456,98028
6457,98052
6458,98168
6459,98028
6460,98008
6461,98032
6462,98072
6463,98112
6464,98042
6465,98027
6466,98014
6467,98033
6468,98118
6469,98033
6470,98031
6471,98112
6472,98022
6473,98109
6474,98117
6475,98031
6476,98040
6477,98056
6478,98023
6479,98058
6480,98117
6481,98133
6482,98119
6483,98019
6484,98006
6485,98115
6486,98032
6487,98014
6488,98053
6489,98188
6490,98056
6491,98115
6492,98053
6493,98126
6494,98058
6495,98040
6496,98058
6497,98045
6498,98108
6499,98065
6500,98004
6501,98023
6502,98056
6503,98038
6504,98072
6505,98118
6506,98004
6507,98028
6508,98117
6509,98117
6510,98001
6511,98055
6512,98007
6513,98115
6514,98188
6515,98199
6516,98019
6517,98119
6518,98058
6519,98133
6520,98034
6521,98027
6522,98059
6523,98008
6524,98053
6525,98103
6526,98053
6527,98005
6528,98055
6529,98116
6530,98027
6531,98004
6532,98074
6533,98038
6534,98103
6535,98074
6536,98118
6537,98126
6538,98033
6539,98052
6540,98033
6541,98006
6542,98042
6543,98042
6544,98074
6545,98059
6546,98042
6547,98077
6548,98002
6549,98003
6550,98122
6551,98006
6552,98118
6553,98034
6554,98032
6555,98102
6556,98144
6557,98103
6558,98115
6559,98059
6560,98003
6561,98028
6562,98038
6563,98133
6564,98031
6565,98053
6566,98198
6567,98058
6568,98106
6569,98103
6570,98115
6571,98056
6572,98053
6573,98199
6574,98004
6575,98006
6576,98052
6577,98092
6578,98030
6579,98166
6580,98168
6581,98056
6582,98028
6583,98002
6584,98112
6585,98005
6586,98033
6587,98034
6588,98126
6589,98027
6590,98103
6591,98075
6592,98117
6593,98028
6594,98059
6595,98059
6596,98168
